label,phase,packet_bytes,tap,kind,cycles,xfer_cycles,stall_cycles,starved_cycles,idle_cycles,accept_rate,service_period_cycles,beats_per_cycle,bytes_per_cycle,stall_frac,starve_frac,dominant_state
shared-80mhz-probed,b2b-1024,1024,decrypt/poly1305.to_compute,handshake,2293,268,0,685,1340,1.0,1.0,0.11687745311818579,,0.0,0.2987352812908853,
shared-80mhz-probed,b2b-1024,1024,decrypt/prep.axis_in,handshake,2293,256,1746,199,92,0.12787212787212787,7.8203125,0.11164413432184911,1.7863061491495857,0.7614478848669864,0.0867858700392499,
shared-80mhz-probed,b2b-1024,1024,decrypt/prep.axis_out,handshake,2293,268,1739,199,87,0.13353263577478824,7.4888059701492535,0.11687745311818579,1.8700392498909726,0.7583951155691234,0.0867858700392499,
shared-80mhz-probed,b2b-1024,1024,decrypt/prep.fsm,state,2293,,,,,,,,,,,CIPHERTEXT
shared-80mhz-probed,b2b-1024,1024,decrypt/strip.axis_in,handshake,2293,260,1945,88,0,0.11791383219954649,8.48076923076923,0.113388573920628,1.814217182730048,0.8482337549062364,0.03837767117313563,
shared-80mhz-probed,b2b-1024,1024,decrypt/strip.axis_out,handshake,2293,256,1945,0,92,0.11631076783280327,8.59765625,0.11164413432184911,1.7863061491495857,0.8482337549062364,0.0,
shared-80mhz-probed,b2b-1024,1024,decrypt/strip.tag_out,handshake,2293,4,0,2229,60,1.0,1.0,0.0017444395987788923,,0.0,0.9720889664195377,
shared-80mhz-probed,b2b-1024,1024,decrypt/verify.auth_tag,handshake,2293,4,0,2229,60,1.0,1.0,0.0017444395987788923,,0.0,0.9720889664195377,
shared-80mhz-probed,b2b-1024,1024,decrypt/verify.calc_tag,handshake,2293,4,0,48,2241,1.0,1.0,0.0017444395987788923,,0.0,0.020933275185346708,
shared-80mhz-probed,b2b-1024,1024,decrypt/verify.fsm,state,2293,,,,,,,,,,,TAKE_AUTH_TAG
shared-80mhz-probed,b2b-1024,1024,decrypt/verify.tags_match,handshake,2293,4,0,1812,477,1.0,1.0,0.0017444395987788923,,0.0,0.7902311382468382,
shared-80mhz-probed,b2b-1024,1024,decrypt/wtv.axis_in,handshake,2293,256,0,2037,0,1.0,1.0,0.11164413432184911,1.7863061491495857,0.0,0.888355865678151,
shared-80mhz-probed,b2b-1024,1024,decrypt/wtv.axis_out,handshake,2293,256,0,2037,0,1.0,1.0,0.11164413432184911,1.7863061491495857,0.0,0.888355865678151,
shared-80mhz-probed,b2b-1024,1024,decrypt/wtv.fsm,state,2293,,,,,,,,,,,WAIT_TO_VERIFY_BIT
shared-80mhz-probed,b2b-1024,1024,decrypt/wtv.verify_bit,handshake,2293,4,0,1812,477,1.0,1.0,0.0017444395987788923,,0.0,0.7902311382468382,
shared-80mhz-probed,b2b-1024,1024,encrypt/append.axis_in,handshake,2293,256,0,1981,56,1.0,1.0,0.11164413432184911,1.7863061491495857,0.0,0.8639337112952464,
shared-80mhz-probed,b2b-1024,1024,encrypt/append.axis_out,handshake,2293,260,0,2033,0,1.0,1.0,0.113388573920628,1.814217182730048,0.0,0.886611426079372,
shared-80mhz-probed,b2b-1024,1024,encrypt/append.fsm,state,2293,,,,,,,,,,,CIPHERTEXT
shared-80mhz-probed,b2b-1024,1024,encrypt/append.tag_in,handshake,2293,4,0,52,2237,1.0,1.0,0.0017444395987788923,,0.0,0.0226777147841256,
shared-80mhz-probed,b2b-1024,1024,encrypt/chacha20.axis_in,handshake,2293,256,1108,2,927,0.187683284457478,5.328125,0.11164413432184911,1.7863061491495857,0.48320976886175315,0.0008722197993894462,
shared-80mhz-probed,b2b-1024,1024,encrypt/chacha20.axis_out,handshake,2293,256,1302,28,707,0.1643132220795892,6.0859375,0.11164413432184911,1.7863061491495857,0.5678150894025294,0.012211077191452245,
shared-80mhz-probed,b2b-1024,1024,encrypt/chacha20.from_pipeline,handshake,2293,68,1438,677,110,0.0451527224435591,22.147058823529413,0.02965547317924117,,0.6271260357610118,0.29524640209332753,
shared-80mhz-probed,b2b-1024,1024,encrypt/chacha20.in_state,state,2293,,,,,,,,,,,PLAINTEXT
shared-80mhz-probed,b2b-1024,1024,encrypt/chacha20.key_out,handshake,2293,4,132,624,1533,0.029411764705882353,34.0,0.0017444395987788923,,0.05756650675970344,0.2721325774095072,
shared-80mhz-probed,b2b-1024,1024,encrypt/chacha20.out_state,state,2293,,,,,,,,,,,PLAINTEXT
shared-80mhz-probed,b2b-1024,1024,encrypt/chacha20.to_pipeline,handshake,2293,68,1104,506,615,0.05802047781569966,17.235294117647058,0.02965547317924117,,0.48146532926297425,0.22067160924552987,
shared-80mhz-probed,b2b-1024,1024,encrypt/poly1305.data_in,handshake,2293,268,1310,49,666,0.16983523447401774,5.888059701492537,0.11687745311818579,1.8700392498909726,0.5713039686000873,0.02136938508504143,
shared-80mhz-probed,b2b-1024,1024,encrypt/poly1305.from_compute,handshake,2293,268,0,2025,0,1.0,1.0,0.11687745311818579,,0.0,0.8831225468818142,
shared-80mhz-probed,b2b-1024,1024,encrypt/poly1305.fsm,state,2293,,,,,,,,,,,FINISH_ITER
shared-80mhz-probed,b2b-1024,1024,encrypt/poly1305.key_in,handshake,2293,4,132,624,1533,0.029411764705882353,34.0,0.0017444395987788923,,0.05756650675970344,0.2721325774095072,
shared-80mhz-probed,b2b-1024,1024,encrypt/poly1305.tag_out,handshake,2293,4,0,52,2237,1.0,1.0,0.0017444395987788923,,0.0,0.0226777147841256,
shared-80mhz-probed,b2b-1024,1024,encrypt/poly1305.to_compute,handshake,2293,268,0,685,1340,1.0,1.0,0.11687745311818579,,0.0,0.2987352812908853,
shared-80mhz-probed,b2b-1024,1024,encrypt/prep.axis_in,handshake,2293,256,1302,28,707,0.1643132220795892,6.0859375,0.11164413432184911,1.7863061491495857,0.5678150894025294,0.012211077191452245,
shared-80mhz-probed,b2b-1024,1024,encrypt/prep.axis_out,handshake,2293,268,1310,49,666,0.16983523447401774,5.888059701492537,0.11687745311818579,1.8700392498909726,0.5713039686000873,0.02136938508504143,
shared-80mhz-probed,b2b-1024,1024,encrypt/prep.fsm,state,2293,,,,,,,,,,,CIPHERTEXT
shared-80mhz-probed,b2b-1024,1024,shared/pipe.arb,arb,2293,,,,,,,,,,,
shared-80mhz-probed,b2b-1024,1024,shared/pipe.dec_in,handshake,2293,68,530,517,1178,0.11371237458193979,8.794117647058824,0.02965547317924117,,0.23113824683820322,0.22546881814217182,
shared-80mhz-probed,b2b-1024,1024,shared/pipe.dec_out,handshake,2293,68,104,2043,78,0.3953488372093023,2.5294117647058822,0.02965547317924117,,0.0453554295682512,0.8909725250763192,
shared-80mhz-probed,b2b-1024,1024,shared/pipe.enc_in,handshake,2293,68,1104,506,615,0.05802047781569966,17.235294117647058,0.02965547317924117,,0.48146532926297425,0.22067160924552987,
shared-80mhz-probed,b2b-1024,1024,shared/pipe.enc_out,handshake,2293,68,1438,677,110,0.0451527224435591,22.147058823529413,0.02965547317924117,,0.6271260357610118,0.29524640209332753,
shared-80mhz-probed,b2b-1420,1420,decrypt/chacha20.axis_in,handshake,3561,356,780,2313,112,0.31338028169014087,3.191011235955056,0.09997191800056164,1.5950575680988486,0.21903959561920808,0.649536647009267,
shared-80mhz-probed,b2b-1420,1420,decrypt/chacha20.axis_out,handshake,3561,356,0,3205,0,1.0,1.0,0.09997191800056164,1.5950575680988486,0.0,0.9000280819994384,
shared-80mhz-probed,b2b-1420,1420,decrypt/chacha20.from_pipeline,handshake,3561,96,109,3201,155,0.4682926829268293,2.1354166666666665,0.02695871946082561,,0.030609379387812413,0.8989048020219039,
shared-80mhz-probed,b2b-1420,1420,decrypt/chacha20.in_state,state,3561,,,,,,,,,,,PLAINTEXT
shared-80mhz-probed,b2b-1420,1420,decrypt/chacha20.key_out,handshake,3561,4,0,670,2887,1.0,1.0,0.0011232799775344005,,0.0,0.18814939623701207,
shared-80mhz-probed,b2b-1420,1420,decrypt/chacha20.out_state,state,3561,,,,,,,,,,,PLAINTEXT
shared-80mhz-probed,b2b-1420,1420,decrypt/chacha20.to_pipeline,handshake,3561,96,929,701,1835,0.09365853658536585,10.677083333333334,0.02695871946082561,,0.2608817747823645,0.19685481606290367,
shared-80mhz-probed,b2b-1420,1420,decrypt/poly1305.data_in,handshake,3561,368,2410,671,112,0.13246940244780417,7.548913043478261,0.10334175793316484,1.6534681269306375,0.6767761864644762,0.18843021623139566,
shared-80mhz-probed,b2b-1420,1420,decrypt/poly1305.from_compute,handshake,3561,368,0,3193,0,1.0,1.0,0.10334175793316484,,0.0,0.8966582420668352,
shared-80mhz-probed,b2b-1420,1420,decrypt/poly1305.fsm,state,3561,,,,,,,,,,,FINISH_ITER
shared-80mhz-probed,b2b-1420,1420,decrypt/poly1305.key_in,handshake,3561,4,0,670,2887,1.0,1.0,0.0011232799775344005,,0.0,0.18814939623701207,
shared-80mhz-probed,b2b-1420,1420,decrypt/poly1305.tag_out,handshake,3561,4,0,48,3509,1.0,1.0,0.0011232799775344005,,0.0,0.013479359730412805,
shared-80mhz-probed,b2b-1420,1420,decrypt/poly1305.to_compute,handshake,3561,368,0,1353,1840,1.0,1.0,0.10334175793316484,,0.0,0.37994945240101097,
shared-80mhz-probed,b2b-1420,1420,decrypt/prep.axis_in,handshake,3561,356,2417,671,117,0.1283808150018031,7.78932584269663,0.09997191800056164,1.5950575680988486,0.6787419264251615,0.18843021623139566,
shared-80mhz-probed,b2b-1420,1420,decrypt/prep.axis_out,handshake,3561,368,2410,671,112,0.13246940244780417,7.548913043478261,0.10334175793316484,1.6534681269306375,0.6767761864644762,0.18843021623139566,
shared-80mhz-probed,b2b-1420,1420,decrypt/prep.fsm,state,3561,,,,,,,,,,,CIPHERTEXT
shared-80mhz-probed,b2b-1420,1420,decrypt/strip.axis_in,handshake,3561,360,3088,113,0,0.10440835266821345,9.577777777777778,0.10109519797809605,1.613030047739399,0.8671721426565572,0.03173265936534681,
shared-80mhz-probed,b2b-1420,1420,decrypt/strip.axis_out,handshake,3561,356,3088,0,117,0.10336817653890824,9.674157303370787,0.09997191800056164,1.5950575680988486,0.8671721426565572,0.0,
shared-80mhz-probed,b2b-1420,1420,decrypt/strip.tag_out,handshake,3561,4,0,3497,60,1.0,1.0,0.0011232799775344005,,0.0,0.9820275203594496,
shared-80mhz-probed,b2b-1420,1420,decrypt/verify.auth_tag,handshake,3561,4,0,3497,60,1.0,1.0,0.0011232799775344005,,0.0,0.9820275203594496,
shared-80mhz-probed,b2b-1420,1420,decrypt/verify.calc_tag,handshake,3561,4,0,48,3509,1.0,1.0,0.0011232799775344005,,0.0,0.013479359730412805,
shared-80mhz-probed,b2b-1420,1420,decrypt/verify.fsm,state,3561,,,,,,,,,,,TAKE_AUTH_TAG
shared-80mhz-probed,b2b-1420,1420,decrypt/verify.tags_match,handshake,3561,4,0,2892,665,1.0,1.0,0.0011232799775344005,,0.0,0.8121314237573716,
shared-80mhz-probed,b2b-1420,1420,decrypt/wtv.axis_in,handshake,3561,356,0,3205,0,1.0,1.0,0.09997191800056164,1.5950575680988486,0.0,0.9000280819994384,
shared-80mhz-probed,b2b-1420,1420,decrypt/wtv.axis_out,handshake,3561,356,0,3205,0,1.0,1.0,0.09997191800056164,1.5950575680988486,0.0,0.9000280819994384,
shared-80mhz-probed,b2b-1420,1420,decrypt/wtv.fsm,state,3561,,,,,,,,,,,WAIT_TO_VERIFY_BIT
shared-80mhz-probed,b2b-1420,1420,decrypt/wtv.verify_bit,handshake,3561,4,0,2892,665,1.0,1.0,0.0011232799775344005,,0.0,0.8121314237573716,
shared-80mhz-probed,b2b-1420,1420,encrypt/append.axis_in,handshake,3561,356,0,3145,60,1.0,1.0,0.09997191800056164,1.5950575680988486,0.0,0.8831788823364224,
shared-80mhz-probed,b2b-1420,1420,encrypt/append.axis_out,handshake,3561,360,0,3201,0,1.0,1.0,0.10109519797809605,1.613030047739399,0.0,0.8989048020219039,
shared-80mhz-probed,b2b-1420,1420,encrypt/append.fsm,state,3561,,,,,,,,,,,CIPHERTEXT
shared-80mhz-probed,b2b-1420,1420,encrypt/append.tag_in,handshake,3561,4,4,0,3553,0.5,2.0,0.0011232799775344005,,0.0011232799775344005,0.0,
shared-80mhz-probed,b2b-1420,1420,encrypt/chacha20.axis_in,handshake,3561,356,1406,25,1774,0.20204313280363223,4.949438202247191,0.09997191800056164,1.5950575680988486,0.39483291210334176,0.007020499859590003,
shared-80mhz-probed,b2b-1420,1420,encrypt/chacha20.axis_out,handshake,3561,356,1807,4,1394,0.16458622283865001,6.075842696629214,0.09997191800056164,1.5950575680988486,0.5074417298511654,0.0011232799775344005,
shared-80mhz-probed,b2b-1420,1420,encrypt/chacha20.from_pipeline,handshake,3561,96,2056,1331,78,0.04460966542750929,22.416666666666668,0.02695871946082561,,0.5773659084526819,0.37377141252457174,
shared-80mhz-probed,b2b-1420,1420,encrypt/chacha20.in_state,state,3561,,,,,,,,,,,POLY_KEY
shared-80mhz-probed,b2b-1420,1420,encrypt/chacha20.key_out,handshake,3561,4,54,1301,2202,0.06896551724137931,14.5,0.0011232799775344005,,0.015164279696714406,0.36534681269306374,
shared-80mhz-probed,b2b-1420,1420,encrypt/chacha20.out_state,state,3561,,,,,,,,,,,PLAINTEXT
shared-80mhz-probed,b2b-1420,1420,encrypt/chacha20.to_pipeline,handshake,3561,96,1445,746,1274,0.06229720960415315,16.052083333333332,0.02695871946082561,,0.40578489188430217,0.20949171581016568,
shared-80mhz-probed,b2b-1420,1420,encrypt/poly1305.data_in,handshake,3561,368,1815,36,1342,0.168575355016033,5.932065217391305,0.10334175793316484,1.6534681269306375,0.5096882898062342,0.010109519797809604,
shared-80mhz-probed,b2b-1420,1420,encrypt/poly1305.from_compute,handshake,3561,368,0,3193,0,1.0,1.0,0.10334175793316484,,0.0,0.8966582420668352,
shared-80mhz-probed,b2b-1420,1420,encrypt/poly1305.fsm,state,3561,,,,,,,,,,,FINISH_ITER
shared-80mhz-probed,b2b-1420,1420,encrypt/poly1305.key_in,handshake,3561,4,54,1301,2202,0.06896551724137931,14.5,0.0011232799775344005,,0.015164279696714406,0.36534681269306374,
shared-80mhz-probed,b2b-1420,1420,encrypt/poly1305.tag_out,handshake,3561,4,4,0,3553,0.5,2.0,0.0011232799775344005,,0.0011232799775344005,0.0,
shared-80mhz-probed,b2b-1420,1420,encrypt/poly1305.to_compute,handshake,3561,368,0,1353,1840,1.0,1.0,0.10334175793316484,,0.0,0.37994945240101097,
shared-80mhz-probed,b2b-1420,1420,encrypt/prep.axis_in,handshake,3561,356,1807,4,1394,0.16458622283865001,6.075842696629214,0.09997191800056164,1.5950575680988486,0.5074417298511654,0.0011232799775344005,
shared-80mhz-probed,b2b-1420,1420,encrypt/prep.axis_out,handshake,3561,368,1815,36,1342,0.168575355016033,5.932065217391305,0.10334175793316484,1.6534681269306375,0.5096882898062342,0.010109519797809604,
shared-80mhz-probed,b2b-1420,1420,encrypt/prep.fsm,state,3561,,,,,,,,,,,CIPHERTEXT
shared-80mhz-probed,b2b-1420,1420,shared/pipe.arb,arb,3561,,,,,,,,,,,
shared-80mhz-probed,b2b-1420,1420,shared/pipe.dec_in,handshake,3561,96,929,701,1835,0.09365853658536585,10.677083333333334,0.02695871946082561,,0.2608817747823645,0.19685481606290367,
shared-80mhz-probed,b2b-1420,1420,shared/pipe.dec_out,handshake,3561,96,109,3201,155,0.4682926829268293,2.1354166666666665,0.02695871946082561,,0.030609379387812413,0.8989048020219039,
shared-80mhz-probed,b2b-1420,1420,shared/pipe.enc_in,handshake,3561,96,1445,746,1274,0.06229720960415315,16.052083333333332,0.02695871946082561,,0.40578489188430217,0.20949171581016568,
shared-80mhz-probed,b2b-1420,1420,shared/pipe.enc_out,handshake,3561,96,2056,1331,78,0.04460966542750929,22.416666666666668,0.02695871946082561,,0.5773659084526819,0.37377141252457174,
shared-80mhz-probed,peak-1920,1920,decrypt/chacha20.axis_in,handshake,4209,480,645,2942,142,0.4266666666666667,2.34375,0.11404133998574484,1.8246614397719174,0.15324305060584462,0.6989783796626277,
shared-80mhz-probed,peak-1920,1920,decrypt/chacha20.axis_out,handshake,4209,480,0,3729,0,1.0,1.0,0.11404133998574484,1.8246614397719174,0.0,0.8859586600142552,
shared-80mhz-probed,peak-1920,1920,decrypt/chacha20.from_pipeline,handshake,4209,124,198,3735,152,0.38509316770186336,2.596774193548387,0.029460679496317414,,0.047042052744119746,0.887384176764077,
shared-80mhz-probed,peak-1920,1920,decrypt/chacha20.in_state,state,4209,,,,,,,,,,,PLAINTEXT
shared-80mhz-probed,peak-1920,1920,decrypt/chacha20.key_out,handshake,4209,4,0,821,3384,1.0,1.0,0.000950344499881207,,0.0,0.19505820860061773,
shared-80mhz-probed,peak-1920,1920,decrypt/chacha20.out_state,state,4209,,,,,,,,,,,PLAINTEXT
shared-80mhz-probed,peak-1920,1920,decrypt/chacha20.to_pipeline,handshake,4209,124,902,829,2354,0.12085769980506822,8.274193548387096,0.029460679496317414,,0.21430268472321218,0.19695889760038013,
shared-80mhz-probed,peak-1920,1920,decrypt/poly1305.data_in,handshake,4209,492,3150,424,143,0.13509060955518945,7.402439024390244,0.11689237348538846,1.8702779757662154,0.7483962936564504,0.10073651698740793,
shared-80mhz-probed,peak-1920,1920,decrypt/poly1305.from_compute,handshake,4209,492,0,3717,0,1.0,1.0,0.11689237348538846,,0.0,0.8831076265146115,
shared-80mhz-probed,peak-1920,1920,decrypt/poly1305.fsm,state,4209,,,,,,,,,,,FINISH_ITER
shared-80mhz-probed,peak-1920,1920,decrypt/poly1305.key_in,handshake,4209,4,0,821,3384,1.0,1.0,0.000950344499881207,,0.0,0.19505820860061773,
shared-80mhz-probed,peak-1920,1920,decrypt/poly1305.tag_out,handshake,4209,4,0,48,4157,1.0,1.0,0.000950344499881207,,0.0,0.011404133998574484,
shared-80mhz-probed,peak-1920,1920,decrypt/poly1305.to_compute,handshake,4209,492,0,1257,2460,1.0,1.0,0.11689237348538846,,0.0,0.29864575908766927,
shared-80mhz-probed,peak-1920,1920,decrypt/prep.axis_in,handshake,4209,480,3157,424,148,0.1319769040417927,7.577083333333333,0.11404133998574484,1.8246614397719174,0.7500593965312425,0.10073651698740793,
shared-80mhz-probed,peak-1920,1920,decrypt/prep.axis_out,handshake,4209,492,3150,424,143,0.13509060955518945,7.402439024390244,0.11689237348538846,1.8702779757662154,0.7483962936564504,0.10073651698740793,
shared-80mhz-probed,peak-1920,1920,decrypt/prep.fsm,state,4209,,,,,,,,,,,CIPHERTEXT
shared-80mhz-probed,peak-1920,1920,decrypt/strip.axis_in,handshake,4209,484,3581,144,0,0.11906519065190652,8.398760330578513,0.11499168448562604,1.8398669517700166,0.8507959135186505,0.03421240199572345,
shared-80mhz-probed,peak-1920,1920,decrypt/strip.axis_out,handshake,4209,480,3581,0,148,0.11819748830337355,8.460416666666667,0.11404133998574484,1.8246614397719174,0.8507959135186505,0.0,
shared-80mhz-probed,peak-1920,1920,decrypt/strip.tag_out,handshake,4209,4,0,4145,60,1.0,1.0,0.000950344499881207,,0.0,0.9847944880019007,
shared-80mhz-probed,peak-1920,1920,decrypt/verify.auth_tag,handshake,4209,4,0,4145,60,1.0,1.0,0.000950344499881207,,0.0,0.9847944880019007,
shared-80mhz-probed,peak-1920,1920,decrypt/verify.calc_tag,handshake,4209,4,0,48,4157,1.0,1.0,0.000950344499881207,,0.0,0.011404133998574484,
shared-80mhz-probed,peak-1920,1920,decrypt/verify.fsm,state,4209,,,,,,,,,,,TAKE_AUTH_TAG
shared-80mhz-probed,peak-1920,1920,decrypt/verify.tags_match,handshake,4209,4,0,3349,856,1.0,1.0,0.000950344499881207,,0.0,0.7956759325255405,
shared-80mhz-probed,peak-1920,1920,decrypt/wtv.axis_in,handshake,4209,480,0,3729,0,1.0,1.0,0.11404133998574484,1.8246614397719174,0.0,0.8859586600142552,
shared-80mhz-probed,peak-1920,1920,decrypt/wtv.axis_out,handshake,4209,480,0,3729,0,1.0,1.0,0.11404133998574484,1.8246614397719174,0.0,0.8859586600142552,
shared-80mhz-probed,peak-1920,1920,decrypt/wtv.fsm,state,4209,,,,,,,,,,,WAIT_TO_VERIFY_BIT
shared-80mhz-probed,peak-1920,1920,decrypt/wtv.verify_bit,handshake,4209,4,0,3349,856,1.0,1.0,0.000950344499881207,,0.0,0.7956759325255405,
shared-80mhz-probed,peak-1920,1920,encrypt/append.axis_in,handshake,4209,480,0,3673,56,1.0,1.0,0.11404133998574484,1.8246614397719174,0.0,0.8726538370159183,
shared-80mhz-probed,peak-1920,1920,encrypt/append.axis_out,handshake,4209,484,0,3725,0,1.0,1.0,0.11499168448562604,1.8398669517700166,0.0,0.885008315514374,
shared-80mhz-probed,peak-1920,1920,encrypt/append.fsm,state,4209,,,,,,,,,,,CIPHERTEXT
shared-80mhz-probed,peak-1920,1920,encrypt/append.tag_in,handshake,4209,4,0,52,4153,1.0,1.0,0.000950344499881207,,0.0,0.01235447849845569,
shared-80mhz-probed,peak-1920,1920,encrypt/chacha20.axis_in,handshake,4209,480,2100,2,1627,0.18604651162790697,5.375,0.11404133998574484,1.8246614397719174,0.4989308624376336,0.0004751722499406035,
shared-80mhz-probed,peak-1920,1920,encrypt/chacha20.axis_out,handshake,4209,480,2416,44,1269,0.16574585635359115,6.033333333333333,0.11404133998574484,1.8246614397719174,0.574008077928249,0.010453789498693276,
shared-80mhz-probed,peak-1920,1920,encrypt/chacha20.from_pipeline,handshake,4209,124,2647,1265,173,0.04474918801876579,22.346774193548388,0.029460679496317414,,0.6288904727963887,0.3005464480874317,
shared-80mhz-probed,peak-1920,1920,encrypt/chacha20.in_state,state,4209,,,,,,,,,,,PLAINTEXT
shared-80mhz-probed,peak-1920,1920,encrypt/chacha20.key_out,handshake,4209,4,132,1180,2893,0.029411764705882353,34.0,0.000950344499881207,,0.03136136849607983,0.28035162746495607,
shared-80mhz-probed,peak-1920,1920,encrypt/chacha20.out_state,state,4209,,,,,,,,,,,PLAINTEXT
shared-80mhz-probed,peak-1920,1920,encrypt/chacha20.to_pipeline,handshake,4209,124,2096,854,1135,0.055855855855855854,17.903225806451612,0.029460679496317414,,0.49798051793775244,0.2028985507246377,
shared-80mhz-probed,peak-1920,1920,encrypt/poly1305.data_in,handshake,4209,492,2424,65,1228,0.16872427983539096,5.926829268292683,0.11689237348538846,1.8702779757662154,0.5759087669280114,0.015443098123069612,
shared-80mhz-probed,peak-1920,1920,encrypt/poly1305.from_compute,handshake,4209,492,0,3717,0,1.0,1.0,0.11689237348538846,,0.0,0.8831076265146115,
shared-80mhz-probed,peak-1920,1920,encrypt/poly1305.fsm,state,4209,,,,,,,,,,,FINISH_ITER
shared-80mhz-probed,peak-1920,1920,encrypt/poly1305.key_in,handshake,4209,4,132,1180,2893,0.029411764705882353,34.0,0.000950344499881207,,0.03136136849607983,0.28035162746495607,
shared-80mhz-probed,peak-1920,1920,encrypt/poly1305.tag_out,handshake,4209,4,0,52,4153,1.0,1.0,0.000950344499881207,,0.0,0.01235447849845569,
shared-80mhz-probed,peak-1920,1920,encrypt/poly1305.to_compute,handshake,4209,492,0,1257,2460,1.0,1.0,0.11689237348538846,,0.0,0.29864575908766927,
shared-80mhz-probed,peak-1920,1920,encrypt/prep.axis_in,handshake,4209,480,2416,44,1269,0.16574585635359115,6.033333333333333,0.11404133998574484,1.8246614397719174,0.574008077928249,0.010453789498693276,
shared-80mhz-probed,peak-1920,1920,encrypt/prep.axis_out,handshake,4209,492,2424,65,1228,0.16872427983539096,5.926829268292683,0.11689237348538846,1.8702779757662154,0.5759087669280114,0.015443098123069612,
shared-80mhz-probed,peak-1920,1920,encrypt/prep.fsm,state,4209,,,,,,,,,,,CIPHERTEXT
shared-80mhz-probed,peak-1920,1920,shared/pipe.arb,arb,4209,,,,,,,,,,,
shared-80mhz-probed,peak-1920,1920,shared/pipe.dec_in,handshake,4209,124,902,829,2354,0.12085769980506822,8.274193548387096,0.029460679496317414,,0.21430268472321218,0.19695889760038013,
shared-80mhz-probed,peak-1920,1920,shared/pipe.dec_out,handshake,4209,124,198,3735,152,0.38509316770186336,2.596774193548387,0.029460679496317414,,0.047042052744119746,0.887384176764077,
shared-80mhz-probed,peak-1920,1920,shared/pipe.enc_in,handshake,4209,124,2096,854,1135,0.055855855855855854,17.903225806451612,0.029460679496317414,,0.49798051793775244,0.2028985507246377,
shared-80mhz-probed,peak-1920,1920,shared/pipe.enc_out,handshake,4209,124,2647,1265,173,0.04474918801876579,22.346774193548388,0.029460679496317414,,0.6288904727963887,0.3005464480874317,
